OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shapearea,Shapelen
975,48,397,40101,48397040101,401.01,Census Tract 401.01,G5020,S,5468813,4157194,32.940187,-96.4805699,0.000928138,0.125305402
976,48,397,40504,48397040504,405.04,Census Tract 405.04,G5020,S,14863905,19059089,32.8275795,-96.4999775,0.003267577,0.2846258
977,48,397,40402,48397040402,404.02,Census Tract 404.02,G5020,S,40923282,677514,32.9632902,-96.3893183,0.004012061,0.36976516
978,48,397,40102,48397040102,401.02,Census Tract 401.02,G5020,S,8292211,13943913,32.9549651,-96.4827022,0.002144439,0.243092404
979,48,397,40302,48397040302,403.02,Census Tract 403.02,G5020,S,16894574,6262182,32.9181031,-96.4554215,0.002232202,0.220101293
980,48,397,40301,48397040301,403.01,Census Tract 403.01,G5020,S,3254531,7813969,32.9051212,-96.5085955,0.001066781,0.138260245
981,48,397,40200,48397040200,402,Census Tract 402,G5020,S,18323051,632921,32.9582196,-96.4414185,0.001828083,0.199358371
982,48,425,200,48425000200,2,Census Tract 2,G5020,S,5926746,11579,32.233305,-97.7506664,0.000568165,0.139292546
983,48,425,100,48425000100,1,Census Tract 1,G5020,S,477010338,14211192,32.217942,-97.7692109,0.046993072,1.052493996
984,48,439,105007,48439105007,1050.07,Census Tract 1050.07,G5020,S,5002472,143500,32.8511261,-97.3060335,0.000495681,0.097411277
985,48,439,113926,48439113926,1139.26,Census Tract 1139.26,G5020,S,43571710,177118,32.9259478,-97.3259154,0.004217784,0.331286569
986,48,439,105008,48439105008,1050.08,Census Tract 1050.08,G5020,S,5187869,0,32.849997,-97.3250652,0.000499716,0.112219384
987,48,439,114008,48439114008,1140.08,Census Tract 1140.08,G5020,S,15243552,49599,32.8548651,-97.3912895,0.001473194,0.276220801
988,48,439,105902,48439105902,1059.02,Census Tract 1059.02,G5020,S,5775052,127748,32.679096,-97.2929281,0.000567487,0.099307183
989,48,439,104702,48439104702,1047.02,Census Tract 1047.02,G5020,S,3399193,0,32.6741433,-97.33302,0.00032679,0.085899301
990,48,439,104803,48439104803,1048.03,Census Tract 1048.03,G5020,S,1886843,0,32.6957215,-97.3460205,0.000181439,0.07969426
991,48,439,111104,48439111104,1111.04,Census Tract 1111.04,G5020,S,2698794,0,32.6708772,-97.2749404,0.000259446,0.107624775
992,48,439,110202,48439110202,1102.02,Census Tract 1102.02,G5020,S,2654347,0,32.8023543,-97.2818393,0.000255543,0.064288713
993,48,439,110203,48439110203,1102.03,Census Tract 1102.03,G5020,S,5292876,11925,32.8515773,-97.2818488,0.000510982,0.090201494
994,48,439,110204,48439110204,1102.04,Census Tract 1102.04,G5020,S,5525451,0,32.8247798,-97.281696,0.000532085,0.099929621
995,48,439,110301,48439110301,1103.01,Census Tract 1103.01,G5020,S,6157302,0,32.7932407,-97.2571967,0.000592725,0.10678398
996,48,439,110302,48439110302,1103.02,Census Tract 1103.02,G5020,S,2935200,0,32.7877753,-97.2825174,0.000282536,0.072653584
997,48,439,110401,48439110401,1104.01,Census Tract 1104.01,G5020,S,5697242,0,32.8122922,-97.4342858,0.000548553,0.160104773
998,48,439,110402,48439110402,1104.02,Census Tract 1104.02,G5020,S,3218854,0,32.8027477,-97.4020482,0.000309891,0.082386159
999,48,439,110500,48439110500,1105,Census Tract 1105,G5020,S,5316639,0,32.7765867,-97.3987206,0.000511704,0.133371756
1000,48,439,113404,48439113404,1134.04,Census Tract 1134.04,G5020,S,3407873,0,32.8313603,-97.1760128,0.000328192,0.080530127
1001,48,439,113405,48439113405,1134.05,Census Tract 1134.05,G5020,S,4503809,0,32.8152719,-97.1996598,0.000433659,0.088986709
1002,48,439,113407,48439113407,1134.07,Census Tract 1134.07,G5020,S,2031168,0,32.8150822,-97.158651,0.000195575,0.075041211
1003,48,439,113408,48439113408,1134.08,Census Tract 1134.08,G5020,S,3685846,0,32.8153261,-97.1761869,0.000354899,0.076584077
1004,48,439,111306,48439111306,1113.06,Census Tract 1113.06,G5020,S,12558071,0,32.567787,-97.1603651,0.001205896,0.192016986
1005,48,439,111202,48439111202,1112.02,Census Tract 1112.02,G5020,S,4039343,27723,32.6305482,-97.2829368,0.000390811,0.117078357
1006,48,439,103601,48439103601,1036.01,Census Tract 1036.01,G5020,S,2043181,0,32.7261058,-97.2474764,0.000196539,0.059411696
1007,48,439,103602,48439103602,1036.02,Census Tract 1036.02,G5020,S,1440358,0,32.7262158,-97.2311919,0.000138551,0.047091084
1008,48,439,121605,48439121605,1216.05,Census Tract 1216.05,G5020,S,2708095,0,32.7473711,-97.1259364,0.000260559,0.080839513
1009,48,439,121606,48439121606,1216.06,Census Tract 1216.06,G5020,S,6339359,1278406,32.7182089,-97.1875588,0.000732716,0.125049622
1010,48,439,121608,48439121608,1216.08,Census Tract 1216.08,G5020,S,2948424,0,32.7004469,-97.1898786,0.000283537,0.070136546
1011,48,439,121609,48439121609,1216.09,Census Tract 1216.09,G5020,S,4035986,2474977,32.6893777,-97.2140987,0.000626056,0.145983489
1012,48,439,121610,48439121610,1216.1,Census Tract 1216.10,G5020,S,1293859,0,32.6877204,-97.1942982,0.000124407,0.049067539
1013,48,439,121611,48439121611,1216.11,Census Tract 1216.11,G5020,S,3003372,0,32.6758812,-97.2110189,0.000288743,0.082156313
1014,48,439,121702,48439121702,1217.02,Census Tract 1217.02,G5020,S,6891245,74827,32.7479156,-97.0830018,0.000670257,0.10974195
1015,48,439,121703,48439121703,1217.03,Census Tract 1217.03,G5020,S,1877844,0,32.7513612,-97.1152527,0.000180685,0.070232522
1016,48,439,113520,48439113520,1135.2,Census Tract 1135.20,G5020,S,2016268,0,32.8720489,-97.0740952,0.000194262,0.072952062
1017,48,439,113519,48439113519,1135.19,Census Tract 1135.19,G5020,S,3028529,5392,32.872794,-97.0899815,0.000292314,0.095199717
1018,48,439,113221,48439113221,1132.21,Census Tract 1132.21,G5020,S,2817876,0,32.8538404,-97.2026657,0.000271441,0.070875441
1019,48,439,113220,48439113220,1132.2,Census Tract 1132.20,G5020,S,2903451,0,32.840823,-97.2044955,0.000279644,0.083362087
1020,48,439,113923,48439113923,1139.23,Census Tract 1139.23,G5020,S,3846238,42568,32.8832258,-97.3102147,0.000374707,0.097052911
1021,48,439,113925,48439113925,1139.25,Census Tract 1139.25,G5020,S,1430069,0,32.8784617,-97.2959317,0.000137793,0.057562344
1022,48,439,113924,48439113924,1139.24,Census Tract 1139.24,G5020,S,1585156,0,32.8855523,-97.3000078,0.000152749,0.05890822
1023,48,439,113102,48439113102,1131.02,Census Tract 1131.02,G5020,S,11720028,16992,32.7931793,-97.1250033,0.00112982,0.162785078
1024,48,439,113104,48439113104,1131.04,Census Tract 1131.04,G5020,S,1254897,0,32.7778326,-97.0884396,0.000120781,0.060710751
1025,48,439,113107,48439113107,1131.07,Census Tract 1131.07,G5020,S,1671937,0,32.7697027,-97.1190276,0.000160905,0.065486042
1026,48,439,113108,48439113108,1131.08,Census Tract 1131.08,G5020,S,5528879,17497,32.7684903,-97.1330818,0.000533778,0.122092036
1027,48,439,113110,48439113110,1131.1,Census Tract 1131.10,G5020,S,1817959,0,32.7673017,-97.0913289,0.000174953,0.05271582
1028,48,439,113111,48439113111,1131.11,Census Tract 1131.11,G5020,S,1432651,0,32.7671793,-97.1017531,0.000137873,0.068785099
1029,48,439,103701,48439103701,1037.01,Census Tract 1037.01,G5020,S,1663536,0,32.7228854,-97.2801287,0.000160014,0.05589149
1030,48,439,103702,48439103702,1037.02,Census Tract 1037.02,G5020,S,1490459,0,32.7233734,-97.2634647,0.000143367,0.0574238
1031,48,439,104601,48439104601,1046.01,Census Tract 1046.01,G5020,S,2259570,0,32.7115226,-97.2700833,0.000217319,0.063789015
1032,48,439,104602,48439104602,1046.02,Census Tract 1046.02,G5020,S,2350078,0,32.6991526,-97.2726468,0.000225993,0.064690725
1033,48,439,104603,48439104603,1046.03,Census Tract 1046.03,G5020,S,2484889,0,32.6854512,-97.2702155,0.000238921,0.06409324
1034,48,439,104605,48439104605,1046.05,Census Tract 1046.05,G5020,S,4540367,15155,32.6956316,-97.2933408,0.000438059,0.103051968
1035,48,439,106001,48439106001,1060.01,Census Tract 1060.01,G5020,S,5157046,0,32.6456856,-97.332339,0.000495631,0.113809326
1036,48,439,121704,48439121704,1217.04,Census Tract 1217.04,G5020,S,2114973,0,32.752824,-97.1041093,0.000203504,0.068482161
1037,48,439,122100,48439122100,1221,Census Tract 1221,G5020,S,4334489,0,32.7323195,-97.0832414,0.000416973,0.107605942
1038,48,439,122200,48439122200,1222,Census Tract 1222,G5020,S,1467583,0,32.7403552,-97.1081888,0.000141193,0.068861155
1039,48,439,122300,48439122300,1223,Census Tract 1223,G5020,S,2346125,0,32.7329718,-97.1098455,0.000225696,0.071976816
1040,48,439,122400,48439122400,1224,Census Tract 1224,G5020,S,3336198,0,32.7263718,-97.1175556,0.000320918,0.099597631
1041,48,439,122700,48439122700,1227,Census Tract 1227,G5020,S,2592401,0,32.7139673,-97.1234654,0.000249336,0.062100167
1042,48,439,122900,48439122900,1229,Census Tract 1229,G5020,S,2647932,0,32.7135624,-97.0889777,0.000254676,0.063965831
1043,48,439,111529,48439111529,1115.29,Census Tract 1115.29,G5020,S,2137147,0,32.6975651,-97.1752687,0.000205513,0.066272413
1044,48,439,113919,48439113919,1139.19,Census Tract 1139.19,G5020,S,3285877,0,32.883636,-97.2798531,0.000316627,0.082546934
1045,48,439,104804,48439104804,1048.04,Census Tract 1048.04,G5020,S,2126693,0,32.6901894,-97.3562098,0.000204491,0.066235666
1046,48,439,113927,48439113927,1139.27,Census Tract 1139.27,G5020,S,19146019,88241,32.9697586,-97.2851202,0.001855148,0.231929466
1047,48,439,113929,48439113929,1139.29,Census Tract 1139.29,G5020,S,4239785,894,32.9465727,-97.268515,0.000408915,0.091165011
1048,48,439,113928,48439113928,1139.28,Census Tract 1139.28,G5020,S,8397228,53828,32.9691445,-97.251296,0.000815105,0.128156997
1049,48,439,110807,48439110807,1108.07,Census Tract 1108.07,G5020,S,19826216,86109,32.7300999,-97.5133866,0.001915425,0.225080113
1050,48,439,110808,48439110808,1108.08,Census Tract 1108.08,G5020,S,54240922,143497,32.6704214,-97.5204623,0.005228399,0.366035502
1051,48,439,102601,48439102601,1026.01,Census Tract 1026.01,G5020,S,2046151,42497,32.7277366,-97.3959713,0.000200917,0.078168936
1052,48,439,113112,48439113112,1131.12,Census Tract 1131.12,G5020,S,1526707,0,32.7690099,-97.1098027,0.000146927,0.053819771
1053,48,439,113206,48439113206,1132.06,Census Tract 1132.06,G5020,S,3806635,22564,32.8206439,-97.2504072,0.000368713,0.111013777
1054,48,439,113207,48439113207,1132.07,Census Tract 1132.07,G5020,S,2831996,0,32.8871682,-97.2249486,0.000272901,0.078962114
1055,48,439,113210,48439113210,1132.1,Census Tract 1132.10,G5020,S,5692773,0,32.8828803,-97.2022891,0.00054855,0.116138981
1056,48,439,113212,48439113212,1132.12,Census Tract 1132.12,G5020,S,3240654,58431,32.8324262,-97.2445411,0.000317717,0.097476475
1057,48,439,113213,48439113213,1132.13,Census Tract 1132.13,G5020,S,3660313,0,32.8312033,-97.2219902,0.000352502,0.109487306
1058,48,439,113214,48439113214,1132.14,Census Tract 1132.14,G5020,S,2633023,1302,32.8714195,-97.2341068,0.000253809,0.070636114
1059,48,439,106002,48439106002,1060.02,Census Tract 1060.02,G5020,S,14027093,121572,32.6480468,-97.2978643,0.001359838,0.148363957
1060,48,439,106004,48439106004,1060.04,Census Tract 1060.04,G5020,S,21475684,77651,32.6200583,-97.2749338,0.002070927,0.346003913
1061,48,439,106101,48439106101,1061.01,Census Tract 1061.01,G5020,S,3642110,0,32.6910481,-97.2507308,0.000350208,0.089296646
1062,48,439,106102,48439106102,1061.02,Census Tract 1061.02,G5020,S,2893141,0,32.6766027,-97.2510375,0.000278147,0.078110906
1063,48,439,106201,48439106201,1062.01,Census Tract 1062.01,G5020,S,1541425,0,32.7080074,-97.2586626,0.000148243,0.06246765
1064,48,439,106202,48439106202,1062.02,Census Tract 1062.02,G5020,S,3110349,0,32.7070415,-97.2463868,0.00029913,0.087986088
1065,48,439,106300,48439106300,1063,Census Tract 1063,G5020,S,2576808,0,32.7154679,-97.2384634,0.00024784,0.071716773
1066,48,439,111545,48439111545,1115.45,Census Tract 1115.45,G5020,S,5199926,94562,32.6941657,-97.1591249,0.000509108,0.112030451
1067,48,439,111513,48439111513,1115.13,Census Tract 1115.13,G5020,S,4629565,13950,32.6669835,-97.0749765,0.000446363,0.090230795
1068,48,439,111536,48439111536,1115.36,Census Tract 1115.36,G5020,S,4026177,0,32.6987741,-97.0495756,0.000387172,0.082261053
1069,48,439,111537,48439111537,1115.37,Census Tract 1115.37,G5020,S,4042023,0,32.6840197,-97.0494954,0.000388632,0.082000162
1070,48,439,111538,48439111538,1115.38,Census Tract 1115.38,G5020,S,2712835,0,32.6715309,-97.0493895,0.000260798,0.071932346
1071,48,439,111539,48439111539,1115.39,Census Tract 1115.39,G5020,S,5136915,1452,32.6570144,-97.0502415,0.000493898,0.09660719
1072,48,439,113001,48439113001,1130.01,Census Tract 1130.01,G5020,S,11328226,16648,32.7846128,-97.0486854,0.001091991,0.16874402
1073,48,439,113002,48439113002,1130.02,Census Tract 1130.02,G5020,S,10972088,41167,32.743015,-97.0492068,0.001059578,0.19548546
1074,48,439,102602,48439102602,1026.02,Census Tract 1026.02,G5020,S,2798697,6792,32.7304474,-97.3813856,0.000269879,0.125055612
1075,48,439,113921,48439113921,1139.21,Census Tract 1139.21,G5020,S,14011193,28119,32.9157259,-97.2695153,0.001353302,0.154596968
1076,48,439,113815,48439113815,1138.15,Census Tract 1138.15,G5020,S,5402224,39076,32.9137827,-97.2043705,0.00052451,0.114752186
1077,48,439,113816,48439113816,1138.16,Census Tract 1138.16,G5020,S,5651788,15811,32.9196373,-97.236732,0.000546343,0.130043875
1078,48,439,113812,48439113812,1138.12,Census Tract 1138.12,G5020,S,4432229,0,32.9033817,-97.2470186,0.000427182,0.094678495
1079,48,439,113813,48439113813,1138.13,Census Tract 1138.13,G5020,S,3989442,23433,32.9043933,-97.2224132,0.000386752,0.083955152
1080,48,439,111103,48439111103,1111.03,Census Tract 1111.03,G5020,S,2757652,0,32.6685403,-97.2585955,0.000265097,0.085382887
1081,48,439,114103,48439114103,1141.03,Census Tract 1141.03,G5020,S,73286251,424207,32.9381724,-97.3704322,0.007107415,0.386950451
1082,48,439,114104,48439114104,1141.04,Census Tract 1141.04,G5020,S,80091292,9083654,32.955226,-97.4646181,0.008598489,0.455576525
1083,48,439,113215,48439113215,1132.15,Census Tract 1132.15,G5020,S,3183654,0,32.8707912,-97.2191852,0.000306733,0.076640004
1084,48,439,113216,48439113216,1132.16,Census Tract 1132.16,G5020,S,3155151,0,32.8537437,-97.2277052,0.000303929,0.08453775
1085,48,439,113217,48439113217,1132.17,Census Tract 1132.17,G5020,S,2844743,0,32.8433537,-97.2224594,0.000273996,0.079732728
1086,48,439,113218,48439113218,1132.18,Census Tract 1132.18,G5020,S,3591697,0,32.8658983,-97.1951798,0.000346027,0.097604197
1087,48,439,113301,48439113301,1133.01,Census Tract 1133.01,G5020,S,3953842,7742,32.8144518,-97.2264805,0.000381451,0.098086724
1088,48,439,113302,48439113302,1133.02,Census Tract 1133.02,G5020,S,3494075,0,32.803884,-97.2306971,0.000336392,0.086701783
1089,48,439,113403,48439113403,1134.03,Census Tract 1134.03,G5020,S,2381052,0,32.8301448,-97.1944872,0.000229302,0.061983375
1090,48,439,106400,48439106400,1064,Census Tract 1064,G5020,S,5801921,3500553,32.6937042,-97.2342617,0.000894543,0.148412027
1091,48,439,111005,48439111005,1110.05,Census Tract 1110.05,G5020,S,7467915,0,32.6239642,-97.3384526,0.000717552,0.121738661
1092,48,439,111102,48439111102,1111.02,Census Tract 1111.02,G5020,S,5900534,0,32.6545857,-97.2634449,0.000567141,0.132281583
1093,48,439,111013,48439111013,1110.13,Census Tract 1110.13,G5020,S,13318217,22308,32.5954753,-97.3382065,0.001281416,0.144188361
1094,48,439,105703,48439105703,1057.03,Census Tract 1057.03,G5020,S,1770719,0,32.654737,-97.3639703,0.000170196,0.065533227
1095,48,439,111003,48439111003,1110.03,Census Tract 1110.03,G5020,S,3381428,0,32.655616,-97.340516,0.000325016,0.079948582
1096,48,439,105800,48439105800,1058,Census Tract 1058,G5020,S,1665793,0,32.6653855,-97.3427868,0.00016013,0.060386312
1097,48,439,111404,48439111404,1114.04,Census Tract 1114.04,G5020,S,8602974,35696,32.6424539,-97.2012734,0.000830261,0.176300058
1098,48,439,111405,48439111405,1114.05,Census Tract 1114.05,G5020,S,17730555,89284,32.6336509,-97.2305145,0.001712385,0.248701996
1099,48,439,111532,48439111532,1115.32,Census Tract 1115.32,G5020,S,4828133,0,32.6588954,-97.1975911,0.000464087,0.103740143
1100,48,439,111304,48439111304,1113.04,Census Tract 1113.04,G5020,S,4518495,23553,32.5931368,-97.1252901,0.000436278,0.091269679
1101,48,439,111506,48439111506,1115.06,Census Tract 1115.06,G5020,S,4337166,0,32.7157592,-97.1616081,0.000417155,0.109919989
1102,48,439,111526,48439111526,1115.26,Census Tract 1115.26,G5020,S,2168799,0,32.7031354,-97.1346428,0.00020857,0.074533917
1103,48,439,114206,48439114206,1142.06,Census Tract 1142.06,G5020,S,19064165,34435,32.8419898,-97.5114725,0.001839455,0.191521614
1104,48,439,110806,48439110806,1108.06,Census Tract 1108.06,G5020,S,12277377,25828,32.7550033,-97.5189659,0.001183861,0.154213189
1105,48,439,114207,48439114207,1142.07,Census Tract 1142.07,G5020,S,37924565,279782,32.7870087,-97.5238563,0.003677747,0.350986495
1106,48,439,110600,48439110600,1106,Census Tract 1106,G5020,S,5307414,27729,32.7596106,-97.4242496,0.000513391,0.118612377
1107,48,439,100101,48439100101,1001.01,Census Tract 1001.01,G5020,S,2431267,0,32.7877211,-97.3002591,0.000234028,0.064101243
1108,48,439,100102,48439100102,1001.02,Census Tract 1001.02,G5020,S,2842298,0,32.7833771,-97.3120559,0.00027358,0.075133801
1109,48,439,100201,48439100201,1002.01,Census Tract 1002.01,G5020,S,2086576,0,32.8029823,-97.3317412,0.000200883,0.060230048
1110,48,439,104503,48439104503,1045.03,Census Tract 1045.03,G5020,S,1674502,0,32.6914446,-97.3261541,0.000161013,0.051213195
1111,48,439,104502,48439104502,1045.02,Census Tract 1045.02,G5020,S,1849432,0,32.7067531,-97.3257756,0.000177863,0.061621801
1112,48,439,104802,48439104802,1048.02,Census Tract 1048.02,G5020,S,2426338,3180,32.6742112,-97.3505971,0.000233577,0.078864739
1113,48,439,105701,48439105701,1057.01,Census Tract 1057.01,G5020,S,2115232,0,32.663468,-97.3611452,0.000203329,0.068028966
1114,48,439,104300,48439104300,1043,Census Tract 1043,G5020,S,2913974,0,32.7109952,-97.3520361,0.000280256,0.090485173
1115,48,439,104202,48439104202,1042.02,Census Tract 1042.02,G5020,S,2149698,0,32.6947187,-97.3691055,0.000206714,0.062472335
1116,48,439,104100,48439104100,1041,Census Tract 1041,G5020,S,1299727,0,32.7232203,-97.3376555,0.00012502,0.046915544
1117,48,439,111008,48439111008,1110.08,Census Tract 1110.08,G5020,S,15056594,55825,32.5831768,-97.3743459,0.001451411,0.197156382
1118,48,439,122500,48439122500,1225,Census Tract 1225,G5020,S,2415900,0,32.7280534,-97.1402894,0.000232396,0.062696297
1119,48,439,122600,48439122600,1226,Census Tract 1226,G5020,S,2462716,0,32.7143456,-97.1401561,0.000236864,0.063647899
1120,48,439,111301,48439111301,1113.01,Census Tract 1113.01,G5020,S,43146746,180892,32.5814589,-97.207774,0.004161196,0.349326954
1121,48,439,100202,48439100202,1002.02,Census Tract 1002.02,G5020,S,5814804,0,32.7958917,-97.3383201,0.00055977,0.129377983
1122,48,439,100300,48439100300,1003,Census Tract 1003,G5020,S,8809349,97456,32.8165032,-97.3595319,0.000857596,0.141650409
1123,48,439,100400,48439100400,1004,Census Tract 1004,G5020,S,2431512,0,32.7883475,-97.3650377,0.000234054,0.073567181
1124,48,439,100501,48439100501,1005.01,Census Tract 1005.01,G5020,S,6746241,0,32.8116138,-97.3849273,0.000649549,0.133948898
1125,48,439,100502,48439100502,1005.02,Census Tract 1005.02,G5020,S,3865504,0,32.7930907,-97.3862613,0.000372106,0.105267265
1126,48,439,100601,48439100601,1006.01,Census Tract 1006.01,G5020,S,22016523,9197245,32.8117524,-97.4726065,0.003005731,0.435080278
1127,48,439,100602,48439100602,1006.02,Census Tract 1006.02,G5020,S,13050861,3138119,32.7754086,-97.435599,0.001558207,0.213377188
1128,48,439,100700,48439100700,1007,Census Tract 1007,G5020,S,4617701,0,32.7690463,-97.3864743,0.000444398,0.182878098
1129,48,439,105511,48439105511,1055.11,Census Tract 1055.11,G5020,S,2780384,16708,32.6376772,-97.3726359,0.00026879,0.076843524
1130,48,439,105512,48439105512,1055.12,Census Tract 1055.12,G5020,S,2645458,0,32.6452495,-97.3836428,0.000254247,0.077553125
1131,48,439,105508,48439105508,1055.08,Census Tract 1055.08,G5020,S,3796688,0,32.6547731,-97.4169395,0.000364926,0.079863332
1132,48,439,105600,48439105600,1056,Census Tract 1056,G5020,S,2557228,0,32.6767057,-97.3670748,0.000245852,0.076896208
1133,48,439,105510,48439105510,1055.1,Census Tract 1055.10,G5020,S,3854716,0,32.6358838,-97.4032769,0.000370428,0.090071743
1134,48,439,105503,48439105503,1055.03,Census Tract 1055.03,G5020,S,3638847,0,32.6533881,-97.3970221,0.00034975,0.082932761
1135,48,439,111313,48439111313,1113.13,Census Tract 1113.13,G5020,S,13864546,2504698,32.5744021,-97.0620617,0.001571955,0.273772169
1136,48,439,123400,48439123400,1234,Census Tract 1234,G5020,S,1809753,0,32.7353682,-97.337944,0.000174101,0.058402715
1137,48,439,123500,48439123500,1235,Census Tract 1235,G5020,S,2408291,0,32.7253379,-97.317239,0.000231658,0.077418069
1138,48,439,123600,48439123600,1236,Census Tract 1236,G5020,S,2501518,0,32.7301749,-97.3283055,0.000240637,0.107361765
1139,48,439,123000,48439123000,1230,Census Tract 1230,G5020,S,5852892,0,32.7435262,-97.4226182,0.000563111,0.113956126
1140,48,439,123300,48439123300,1233,Census Tract 1233,G5020,S,4511276,99384,32.7478282,-97.3382653,0.00044362,0.112950457
1141,48,439,100800,48439100800,1008,Census Tract 1008,G5020,S,3567539,0,32.7730753,-97.3581592,0.000343348,0.084215381
1142,48,439,100900,48439100900,1009,Census Tract 1009,G5020,S,1570225,0,32.7801213,-97.3473996,0.000151134,0.060109385
1143,48,439,101201,48439101201,1012.01,Census Tract 1012.01,G5020,S,17480039,532516,32.7795219,-97.2457543,0.001733633,0.237701712
1144,48,439,101202,48439101202,1012.02,Census Tract 1012.02,G5020,S,5471475,25964,32.7677939,-97.2930926,0.00052904,0.112838089
1145,48,439,101301,48439101301,1013.01,Census Tract 1013.01,G5020,S,3306921,0,32.741525,-97.216043,0.000318155,0.088961541
1146,48,439,101302,48439101302,1013.02,Census Tract 1013.02,G5020,S,4286584,684765,32.7267182,-97.2169237,0.000478219,0.1332104
1147,48,439,101401,48439101401,1014.01,Census Tract 1014.01,G5020,S,3859421,47192,32.7554223,-97.2482006,0.000375896,0.082912317
1148,48,439,105704,48439105704,1057.04,Census Tract 1057.04,G5020,S,3124491,0,32.6418767,-97.3591886,0.000300274,0.069981835
1149,48,439,105405,48439105405,1054.05,Census Tract 1054.05,G5020,S,7713424,0,32.7005209,-97.4015218,0.000741765,0.125492641
1150,48,439,111011,48439111011,1110.11,Census Tract 1110.11,G5020,S,4791862,19172,32.6154521,-97.3744955,0.000462223,0.110440788
1151,48,439,102500,48439102500,1025,Census Tract 1025,G5020,S,2720905,0,32.7216815,-97.4044219,0.000261718,0.076845549
1152,48,439,102401,48439102401,1024.01,Census Tract 1024.01,G5020,S,3151389,0,32.7226072,-97.4182732,0.000303128,0.086500962
1153,48,439,110903,48439110903,1109.03,Census Tract 1109.03,G5020,S,2009710,21812,32.6882591,-97.4181191,0.000195335,0.079852689
1154,48,439,123200,48439123200,1232,Census Tract 1232,G5020,S,7257384,669057,32.77076,-97.3285656,0.000762829,0.127016231
1155,48,439,105901,48439105901,1059.01,Census Tract 1059.01,G5020,S,2113732,40238,32.6769963,-97.3195276,0.000207084,0.077241621
1156,48,439,111314,48439111314,1113.14,Census Tract 1113.14,G5020,S,5145616,26292,32.5568651,-97.0687139,0.000496577,0.140590191
1157,48,439,111309,48439111309,1113.09,Census Tract 1113.09,G5020,S,4213402,0,32.5577264,-97.1255129,0.00040455,0.086023034
1158,48,439,111549,48439111549,1115.49,Census Tract 1115.49,G5020,S,7184624,0,32.5966335,-97.0538989,0.000690125,0.177025525
1159,48,439,121903,48439121903,1219.03,Census Tract 1219.03,G5020,S,2804945,0,32.717753,-97.0500662,0.00026979,0.071848077
1160,48,439,110809,48439110809,1108.09,Census Tract 1108.09,G5020,S,2859489,0,32.662524,-97.4974952,0.000274869,0.073231819
1161,48,439,111203,48439111203,1112.03,Census Tract 1112.03,G5020,S,16950006,62421,32.5890524,-97.2878381,0.001634043,0.205965393
1162,48,439,111017,48439111017,1110.17,Census Tract 1110.17,G5020,S,14815210,86246,32.6094916,-97.4183707,0.001431583,0.172444197
1163,48,439,114007,48439114007,1140.07,Census Tract 1140.07,G5020,S,13743722,1026376,32.8377825,-97.404782,0.001422602,0.174672209
1164,48,439,101402,48439101402,1014.02,Census Tract 1014.02,G5020,S,2132681,0,32.738967,-97.2615261,0.000205177,0.062736056
1165,48,439,101403,48439101403,1014.03,Census Tract 1014.03,G5020,S,2826098,0,32.7385748,-97.2443889,0.000271887,0.068582275
1166,48,439,101500,48439101500,1015,Census Tract 1015,G5020,S,4039572,0,32.7461255,-97.2764182,0.000388662,0.099858725
1167,48,439,123100,48439123100,1231,Census Tract 1231,G5020,S,3954449,0,32.7385976,-97.3086955,0.00038044,0.100819364
1168,48,439,101700,48439101700,1017,Census Tract 1017,G5020,S,3125818,86427,32.7547953,-97.3132291,0.000309082,0.073444216
1169,48,439,102000,48439102000,1020,Census Tract 1020,G5020,S,5103935,110351,32.749691,-97.3574318,0.000501705,0.105372035
1170,48,439,105406,48439105406,1054.06,Census Tract 1054.06,G5020,S,2572811,17121,32.6980185,-97.4235508,0.000249055,0.089676493
1171,48,439,105404,48439105404,1054.04,Census Tract 1054.04,G5020,S,3283199,26703,32.6852165,-97.3838627,0.000318248,0.074220401
1172,48,439,102402,48439102402,1024.02,Census Tract 1024.02,G5020,S,3628507,61044,32.7113931,-97.4308231,0.000354851,0.079115026
1173,48,439,105203,48439105203,1052.03,Census Tract 1052.03,G5020,S,1610625,0,32.7207309,-97.4680893,0.000154921,0.058203614
1174,48,439,105201,48439105201,1052.01,Census Tract 1052.01,G5020,S,2285746,0,32.7309919,-97.4585242,0.000219884,0.059279539
1175,48,439,105205,48439105205,1052.05,Census Tract 1052.05,G5020,S,1168611,0,32.7311202,-97.4704996,0.000112418,0.054924746
1176,48,439,105204,48439105204,1052.04,Census Tract 1052.04,G5020,S,922433,0,32.7313925,-97.4776038,8.87E-05,0.044500287
1177,48,439,113922,48439113922,1139.22,Census Tract 1139.22,G5020,S,14362445,107134,32.9182367,-97.301286,0.001394807,0.166702522
1178,48,439,113918,48439113918,1139.18,Census Tract 1139.18,G5020,S,1631461,0,32.8705118,-97.2854661,0.000157184,0.057311217
1179,48,439,104701,48439104701,1047.01,Census Tract 1047.01,G5020,S,1250924,0,32.6917621,-97.336037,0.000120284,0.045173373
1180,48,439,113633,48439113633,1136.33,Census Tract 1136.33,G5020,S,2997333,9936,32.8872488,-97.1135736,0.000289792,0.073538295
